interpro_id,keywords
IPR031468,"lipid binding,mitochondrial lipid,lipid,like mitochondrial,synaptotagmin like,synaptotagmin,mitochondrial"
IPR031469,"death pathway,fungal death,sesb,sesb domain,pathway protein,fungal,death,pathway"
IPR031470,"protein cep63deup1,cep63deup1,centrosomal protein,centrosomal"
IPR031471,"bpta,protein bpta"
IPR031472,"1 2mata,2mata,2mata 2smr1,2smr1,mat1 1,mat1"
IPR031473,
IPR031474,"subunit 26,1 regulatory,phosphatase 1,26,regulatory subunit,protein phosphatase,regulatory,phosphatase"
IPR031475,"acid sugar,carbon acid,four carbon,sugar kinase,four,sugar,nucleotide binding,kinase"
IPR031476,
IPR031477,e domain
IPR031478,"spermatogenesis associated,spermatogenesis,protein 1,associated protein"
IPR031479,"protein slx4ip,slx4ip"
IPR031480,"cellulose complementing,complementing,complementing protein,cellulose"
IPR031481,fucosyltransferase
IPR031482,"bcsn,protein bcsn,cellulose biosynthesis,cellulose,biosynthesis protein,biosynthesis"
IPR031483,"substrate adhesion,adhesion dependent,spreading,cell spreading,vesicle targeting,actin nucleation,of substrate,nucleation,actin,adhesion,to endosome,substrate,ap 1,of actin,vesicle,complex mediated,mediated actin,arp23,arp23 complex,dependent cell,cell substrate,golgi,of arp23,negative regulation,golgi to,negative,cell motility,targeting,1 adaptor,actin filament,of cell,motility,filament,organization,endosome,ap,vesicle localization,cytoskeleton organization,locomotion,trans golgi,complex binding,adaptor complex,cell adhesion,cytoskeleton,mediated,of locomotion,organelle localization,filament organization,golgi vesicle,fiber organization,adaptor,filament based,actin cytoskeleton,supramolecular fiber,trans,fiber,supramolecular,mediated transport,vesicle mediated,based process,of organelle,based,within golgi,associated regulatory,or within,from or,component organization,post golgi,endosome transport,complex associated,organelle organization,of vesicle,cytosolic transport,1 complex,of supramolecular,of cytoskeleton,cytosolic,vesicle transport,within,regulatory protein,from,intracellular transport,localization in,in cell,post,regulatory,cellular localization,organization or,or biogenesis,biogenesis"
IPR031484,"bcso,protein bcso,cellulose biosynthesis,cellulose,biosynthesis protein,biosynthesis"
IPR031485,"bcss,protein bcss,cellulose biosynthesis,cellulose,biosynthesis protein,biosynthesis"
IPR031486,"215,protein 215,transmembrane protein"
IPR031487,
IPR031488,"mio,protein mio,gator2 complex,gator2,ribbon like,zinc ribbon,ribbon,complex protein,zinc"
IPR031489,"dl carboxypeptidase,dl,peptidase domain,carboxypeptidase,peptidase"
IPR031490,"ubiquitin binding,ubiquitin,finger ubz2,ubz2,ubz2 type,faap20,protein binding,ubiquitin like,zinc finger,like protein,finger,zinc"
IPR031491,"fanca,fanca interaction,faap20,interaction domain,interaction"
IPR031492,
IPR031493,"ribbon 15,zinc ribbon,ribbon,15,zinc"
IPR031494,
IPR031495,
IPR031496,
IPR031497,"8tm,8tm transmembrane,microsporidial,microsporidial 8tm,transmembrane domain"
IPR031498,"bromodomain associated,bromodomain,protein like,associated protein"
IPR031499,
IPR031500,"development,cartilage development,cartilage,tissue development,tissue,system development,protein snorc,snorc,connective tissue,connective,skeletal system,skeletal,multicellular,animal organ,organ development,animal,organ,organism development,multicellular organism,structure development,developmental process,developmental,organismal process,multicellular organismal,organismal,organism"
IPR031501,"mineralization,tooth,enamel mineralization,enamel,tooth mineralization,of enamel,odontogenesis,biomineral tissue,biomineral,tissue development,development,tissue,of dentin,dentin containing,of tooth,odontogenesis of,containing tooth,of biomineral,dentin,positive regulation,positive,morphogenesis,multicellular,animal organ,of developmental,animal,organ,developmental process,of multicellular,developmental,organismal,multicellular organismal,amelotin,amelogenesis,organ morphogenesis,organismal process,organismal development,formation involved,structure formation,in morphogenesis,organ development,structure morphogenesis,formation,organism development,multicellular organism,structure development,organism,involved,involved in"
IPR031502,
IPR031503,
IPR031504,
IPR031505,
IPR031506,"carboxyl terminus,rich carboxyl,terminus protein,terminus,histidine rich,carboxyl,histidine,rich,protein 1"
IPR031507,"polar tube,polar,tube protein,tube,protein 2"
IPR031508,"protein 108,108,transmembrane protein"
IPR031509,
IPR031510,"leukemia associated,leukemia,protein 7,associated protein"
IPR031511,
IPR031512,
IPR031513,"spore wall,wall protein,spore,wall"
IPR031514,"aberrant,aberrant zinc,finger domain,zinc finger,finger,zinc"
IPR031515,
IPR031516,
IPR031517,"rhex,rhex like"
IPR031518,
IPR031519,
IPR031520,
IPR031521,
IPR031522,
IPR031523,
IPR031524,"armadillo like,like helical,armadillo,protein 4,helical domain,helical,domain containing,containing protein"
IPR031525,"190,protein 190,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031526,
IPR031527,
IPR031528,
IPR031529,"meiotic,break formation,cell cycle,meiotic dna,dna double,cycle,cycle process,meiotic cell,strand break,break,double strand,formation,dna recombination,strand,recombination,reproduction,hormad1,hormad1 protein,of hormad1,double,interactor of,interactor,meiosis i,i cell,meiosis,sexual reproduction,sexual,reproductive process,reproductive,protein 1,dna metabolic"
IPR031530,"upf0688,upf0688 family"
IPR031531,"dynein,complex binding,dynein complex,axonemal assembly,dynein axonemal,factor 8,axonemal,assembly factor,assembly"
IPR031532,
IPR031533,
IPR031534,"acrosome developmental,developmental regulator,sperm acrosome,acrosome,sperm,developmental"
IPR031535,"protein 22,proline rich,22,rich protein,proline,rich"
IPR031537,
IPR031538,"protein inhibitory,attenuator protein,binding attenuator,tryptophan rna,inhibitory protein,attenuator,inhibitory,tryptophan,rna binding"
IPR031539,
IPR031540,
IPR031541,"microsporidia,hth like,hth,domain containing,containing protein"
IPR031542,"component unc80,unc80,complex component,channel complex,cation channel,channel"
IPR031543,
IPR031544,"wd40 like,wd40,domain containing,containing protein"
IPR031545,"tpr like,subunit srp72,particle subunit,srp72,tpr,like repeat,signal recognition,recognition particle,particle,recognition,repeat,signal"
IPR031546,
IPR031547,
IPR031548,"protein asp5,asp5,accessory secretory,secretory protein,secretory,accessory"
IPR031549,"abnormal spindle,microcephaly associated,microcephaly,like microcephaly,spindle like,ash domain,ash,abnormal,spindle,associated protein"
IPR031550,"rad61,wapl,wapl domain"
IPR031551,"protein asp4,asp4,accessory secretory,secretory protein,secretory,accessory"
IPR031552,"pare,pare like,ii bacterial,toxin,like toxin,antitoxin system,toxin antitoxin,bacterial toxin,antitoxin,type ii,bacterial,ii"
IPR031553,"transmembrane region,terminal transmembrane,lysyl trna,lysyl,trna synthetase,synthetase,trna,region"
IPR031554,"sheath interacting,fibrous,fibrous sheath,sheath,interacting protein,interacting,protein 2"
IPR031555,"rpo8,subunit rpo8,polymerase subunit,directed rna,dna directed,directed,rna polymerase,polymerase"
IPR031556,"sid,sid domain,sir4"
IPR031557,"gps2,gps2 interacting,n cor,cor,interacting domain,interacting"
IPR031558,"nzf,nzf n,n zinc,protein 36,36,sorting associated,finger domain,vacuolar protein,protein sorting,vacuolar,sorting,zinc finger,finger,associated protein,zinc"
IPR031559,"catabolic process,catabolic,mrna catabolic,negative regulation,negative,nuclear transcribed,transcribed mrna,transcribed,mediated decay,nonsense,nonsense mediated,mrna,decay,compound catabolic,kinase activity,serinethreonine,kinase,of macromolecule,serinethreonine kinase,protein serinethreonine,kinase smg1,phosphorylation,nuclear,smg1,protein kinase,mediated,of gene,of biosynthetic,of metabolic,rna catabolic,serinethreonine protein,mrna metabolic,heterocycle catabolic,macromolecule catabolic,cellular catabolic,alcohol group,group as,substance catabolic,phosphotransferase activity,alcohol,phosphotransferase,phosphate containing,phosphorus metabolic,transferring phosphorus,containing groups,a protein,as acceptor,acceptor"
IPR031560,"protein czce,czce,metal resistance,heavy metal,resistance protein,heavy,resistance"
IPR031561,
IPR031563,"molybdate,molybdate ion,transporter activity,transmembrane transporter,inorganic anion,inorganic,molybdate transporter,transporter 12,ion transport,ion transmembrane,anion transmembrane,anion transport,salt transmembrane,12,salt,entity transmembrane,inorganic molecular,molecular entity,compound transport"
IPR031564,
IPR031565,"toxin activity,superfamily conotoxin,t superfamily,toxin,conotoxin"
IPR031566,
IPR031567,"crim,crim domain,middle crim,sin1,middle"
IPR031568,"pet117,protein pet117,mitochondrial"
IPR031569,apextrin
IPR031570,"duf4704,neurobeachinbdcp"
IPR031571,"flp pilus,rcpccpab,protein rcpccpab,rcpccpab domain,flp,pilus assembly,pilus,assembly protein,assembly"
IPR031572,
IPR031573,"anchored cell,gpi anchored,wall protein,anchored,protein repeat,gpi,cell wall,wall,repeat"
IPR031575,"p400,e1a binding,protein p400,e1a,binding protein"
IPR031576,"protein flin,flin,motor switch,flagellar motor,switch protein,switch,motor,flagellar"
IPR031577,"factor c1c2,3 related,c1c2,and mab,doublesex and,mab 3,doublesex,related transcription,mab,related,transcription factor,and"
IPR031578,"channel auxiliary,tipe,subunit tipe,na channel,auxiliary subunit,auxiliary,na,channel"
IPR031579,"colony protein,rough colony,colony,rough,protein b"
IPR031580,"protein tadz,tadz,pilus assembly,pilus,assembly protein,assembly"
IPR031581,"homeostasis,ion homeostasis,endoplasmic,endoplasmic reticulum,reticulum,reticulum membrane,intracellular calcium,intracellular monoatomic,calcium ion,cation homeostasis,chemical homeostasis,calcium,subcompartment,monoatomic,csg2,mannosyl phosphorylinositol,phosphorylinositol ceramide,phosphorylinositol,protein csg2,ceramide synthase,synthase regulatory,enzyme regulator,regulator activity,chemical,monoatomic cation,ceramide,monoatomic ion,enzyme,mannosyl,intracellular chemical,cellular homeostasis,reticulum subcompartment,membrane endoplasmic,membrane network,nuclear outer,organelle subcompartment,homeostatic,homeostatic process,network,regulatory protein,inorganic ion,outer membrane,regulatory,endomembrane,endomembrane system,organelle membrane,outer,function regulator,inorganic,function,nuclear,synthase,cytoplasm"
IPR031582,
IPR031583,"peld,ggdef domain,ggdef"
IPR031584,
IPR031585,
IPR031586,"haemoglobin haptoglobin,haptoglobin utilisation,porphyrin transporter,haemoglobin,haptoglobin,utilisation,porphyrin"
IPR031587,"adenoma,adenoma susceptibility,lung adenoma,lung,susceptibility protein,susceptibility,protein 2"
IPR031588,"collectrin domain,collectrin"
IPR031589,"shieldin,shieldin complex,subunit 2,complex subunit"
IPR031590,"factor prp9,prp9,pre mrna,splicing factor,pre,mrna splicing,splicing,mrna"
IPR031591,"106,protein 106,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031593,
IPR031594,
IPR031595,"only rnase,protein only,rnase p,only,rnase"
IPR031596,
IPR031597,"kelk,kelk motif,containing domain,motif containing,motif"
IPR031599,
IPR031600,
IPR031601,"protein 48,48,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031602,"negative regulation,negative,circadian rhythm,rhythm,of circadian,circadian,of rna,templated transcription,of macromolecule,dna templated,templated,pacemaker,clock interacting,interacting pacemaker,of dna,rna biosynthetic,clock,rhythmic,rhythmic process,of nucleobase,of biosynthetic,of nitrogen,of metabolic,interacting,of gene,of primary"
IPR031604,"ferredoxin iron,sulfur binding,4s ferredoxin,4fe 4s,4fe,4s,ferredoxin,iron sulfur,iron,sulfur,domain containing,containing protein"
IPR031605,
IPR031606,"potassium,potassium ion,ion transmembrane,transmembrane transport,transporter activity,transmembrane transporter,monoatomic,cation transmembrane,inorganic,ion transport,monoatomic cation,monoatomic ion,transporter kch,kch,potassium transporter,inorganic cation,plasma membrane,plasma,inorganic ion,salt transmembrane,salt,cation transport,entity transmembrane,molecular entity,inorganic molecular,cell periphery,periphery"
IPR031607,"iv secretory,secretory system,cag pathogenicity,cag,pathogenicity island,island,pathogenicity,secretory,type iv,iv"
IPR031608,
IPR031609,"into cell,import into,import,cyclodextrin,cyma,cyclodextrin porin,porin cyma,into,porin"
IPR031610,"protein tic110,tic110,chloroplastic"
IPR031611,
IPR031612,
IPR031613,"hrpk,protein hrpk,pathogenicity locus,locus protein,pathogenicity,locus"
IPR031614,
IPR031615,"mynd like,mynd,like zinc,zinc finger,finger,zinc"
IPR031616,"bsre,bsre like,protein bsre,small toxic,toxic protein,toxic"
IPR031617,
IPR031618,
IPR031619,"dna transfer,transfer protein,transfer"
IPR031620,"protein modification,modification,protein ubiquitination,ubiquitination,protein conjugation,by small,modification by,small protein,conjugation,factor 17,and cul4,cul4 associated,ddb1 and,ddb1,cul4,by,associated factor,17,conjugation or,or removal,removal,post translational,translational protein,translational,post,modification process,macromolecule modification,and"
IPR031621,"terminal 7tm,7tm region,7tm,histidine kinase,histidine,region,kinase"
IPR031622,"channel modifier,modifier 1,modifier,sodium channel,sodium,zinc finger,channel,finger,zinc"
IPR031623,"4tm domain,archaeal histidine,4tm,histidine kinase,archaeal,histidine,kinase"
IPR031624,"168,protein 168,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031625,"acidic c,channel modifier,modifier 1,modifier,sodium channel,acidic,sodium,channel"
IPR031626,"alpha tubulin,cell projection,projection,tubulin binding,cilium,assembly,tubulin,cilium assembly,organization,projection assembly,bounded cell,projection organization,subunit 14,particle complex,protein particle,plasma membrane,plasma,trafficking protein,trafficking,protein binding,alpha,component organization,cilium organization,biogenesis,particle,organelle assembly,14,cytoskeletal protein,cytoskeletal,complex subunit,component assembly,component biogenesis,organelle organization,organization or,or biogenesis"
IPR031627,"1smim24,pdzk1,protein 1smim24,pdzk1 interacting,interacting protein,interacting"
IPR031628,"non ankyrin,6 corepressor,bcl 6,bcl,corepressor,repeat domain,ankyrin repeat,ankyrin,repeat,non"
IPR031629,"dipicolinate,dipicolinate synthase,synthase subunit,subunit a,synthase"
IPR031630,"protein 117,117,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031631,"family 63,63,glycosyl hydrolase,hydrolase family,glycosyl"
IPR031632,"vcpp97,small vcpp97,vcpp97 interacting,interacting protein,interacting"
IPR031633,"complex gins,gins protein,replication complex,protein sld5,sld5,gins,dna replication,replication"
IPR031634,"kinase g,rubredoxin domain,rubredoxin,protein kinase,kinase"
IPR031635,"repeat c,receptor ntrk,ntrk,rich repeat,leucine rich,leucine,growth factor,factor receptor,growth,rich,repeat"
IPR031636,"kinase g,containing domain,tetratricopeptide repeat,tetratricopeptide,repeat containing,protein kinase,repeat,kinase"
IPR031638,"melanosome,pigment granule,granule,melanosome localization,pigmentation,melanosome transport,granule localization,pigment,vesicle localization,vesicle,organelle localization,of pigment,of melanosome,melanoregulin,cellular pigmentation,granule transport,of vesicle,intracellular vesicle,cytoplasmic vesicle,cytoplasmic,of organelle,localization in,in cell,cellular localization,cytoplasm"
IPR031639,"annelid,annelid erythrocruorin,erythrocruorin linker,erythrocruorin,linker subunit,linker"
IPR031640,"glucose dehydrogenase,glucose,dehydrogenase"
IPR031641,"dimycocerosyl,dimycocerosyl transferase,phthiocerolphthiodiolone,phthiocerolphthiodiolone dimycocerosyl"
IPR031642,"modules,rbg modules,vps13,middle rbg,rbg,middle"
IPR031643,
IPR031644,"ligase makorin,makorin,makorin 1,e3 ubiquitin,protein ligase,ubiquitin protein,e3,ubiquitin,ligase"
IPR031645,"dh like,dh,protein 13,sorting associated,vacuolar protein,protein sorting,vacuolar,sorting,13,associated protein"
IPR031646,"chorein,extended chorein,extended,protein 13,sorting associated,vacuolar protein,protein sorting,vacuolar,sorting,13,associated protein"
IPR031648,"protein 82,82,transmembrane protein"
IPR031649,"iq associated,dependent l,type calcium,iq,l type,calcium channel,voltage dependent,associated domain,voltage,calcium,channel"
IPR031650,"protein 73,73,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031651,
IPR031652,"phosphoribosylformylglycinamidine subunit,subunit purl,purl,phosphoribosylformylglycinamidine"
IPR031653,"spindle stabilising,mapk interacting,interacting and,stabilising protein,and spindle,stabilising,mapk,spindle,interacting,and"
IPR031654,"major capsid,capsid protein,major,capsid"
IPR031655,"d3 domain,foki,d3"
IPR031656,"alpha glycerophosphate,glycerophosphate,glycerophosphate oxidase,oxidase,alpha"
IPR031657,"ob domain,replication protein,ob,protein a,replication"
IPR031658,"cyclin,domain 2"
IPR031659,"spermatogenesis associated,protein 9,spermatogenesis,associated protein"
IPR031660,"terminal associated,of toprim,toprim,domain of,associated domain"
IPR031661,"c from,from mitochondria,release of,of cytochrome,of release,apoptotic,mitochondria,positive regulation,positive,apoptotic signaling,release,of mitochondrion,intrinsic apoptotic,apoptotic process,cell death,of apoptotic,intrinsic,mitochondrion organization,mitochondrion,death,cytochrome c,organization,from,programmed cell,programmed,cytochrome,of programmed,component organization,organelle organization,signaling pathway,of organelle,pathway,apoptotic mitochondrial,mitochondrial changes,binding component,component 3,changes,2 binding,bcl 2,bcl,signal transduction,transduction,signal,intracellular signal,mitochondrial,cell communication,communication,cytoplasm,or biogenesis,organization or,biogenesis"
IPR031662,"second domain,gtp binding,second,gtp,binding protein"
IPR031663,"decarboxylating,dehydrogenase decarboxylating,phosphogluconate dehydrogenase,phosphogluconate,dehydrogenase"
IPR031664,
IPR031666,
IPR031667,"drug induced,for drug,induced death,drug,required for,required,death protein,induced,for,death,protein 1"
IPR031668,
IPR031669,"iii domain,fibronectin type,fibronectin,fungi,type iii,iii"
IPR031670,
IPR031671,"51822,protein 51822,small integral,integral membrane,integral,membrane protein"
IPR031672,fam27dfam27e
IPR031673,"dimerization activity,protein dimerization,dimerization,chitin biosynthesis,protein chs5,chs5,chitin,biosynthesis protein,biosynthesis,protein binding"
IPR031674,
IPR031675,"serine threonine,threonine protein,threonine,protein phosphatase,serine,phosphatase"
IPR031676,
IPR031677,"38 protein,sequence 38,expressed sequence,testis expressed,38,testis,expressed,sequence"
IPR031678,
IPR031679,"chaperone binding,folding chaperone,chaperone,folding,protein folding,tssk6,tssk6 activating,activating co,co chaperone,chaperone protein,co,activating,protein binding"
IPR031680,"heparin sulfate,sulfate lyase,heparin,sulfate,lyase"
IPR031681,
IPR031682,"esae,protein esae,vii secretion,type vii,vii,system protein,secretion system,secretion"
IPR031683,
IPR031684,"fertilization,fusion,single fertilization,egg,membrane involved,egg plasma,to egg,reproduction,sperm,in single,of sperm,sperm to,fusion of,single,membrane fusion,plasma membrane,plasma,membrane organization,organization,multicellular,involved in,involved,protein llcfc1,llcfc1,multicellular organism,egg fusion,sperm egg,organism,fusion protein,reproduction in,in multicellular,component organization,system organization,organism reproduction,in reproduction,sexual reproduction,sexual,reproductive,reproductive process,endomembrane,endomembrane system,process involved,multicellular organismal,organismal process,organismal,or biogenesis,organization or,biogenesis"
IPR031685,"29 protein,sequence 29,expressed sequence,testis expressed,29,testis,expressed,sequence"
IPR031686,"atpsynthase alphabeta,atpsynthase,terminal extension,extension,alphabeta subunit,alphabeta"
IPR031687,"ribosylation factor,adp ribosylation,ribosylation,protein 17,factor like,17,adp,like protein"
IPR031688,"channel subunit,gated calcium,subunit alpha,calcium channel,voltage gated,voltage,gated,calcium,channel,alpha"
IPR031689,
IPR031690,
IPR031691,"lipoyl synthase,lipoyl,synthase"
IPR031692,"eh domain,eh,domain containing,containing protein"
IPR031693,sin3
IPR031694,"239,protein 239,transmembrane protein"
IPR031695,
IPR031696,
IPR031697,"transmembrane and,and coiled,coil domain,coiled coil,coiled,coil,protein 2,domain containing,containing protein,and"
IPR031698,"rich c,terminal protein,cysteine rich,rich,cysteine,protein 1"
IPR031699,
IPR031700,"skin epidermis,of skin,cornified,cornified envelope,skin,epidermis,loricrin,structural,envelope,constituent of,constituent,structural constituent,cell periphery,periphery,plasma membrane,plasma,molecule activity,structural molecule"
IPR031701,"protein six1,terminal sd,six1,sd domain,sd,homeobox protein,homeobox"
IPR031702,
IPR031703,"lipin,middle domain,middle"
IPR031704,"family 36,36,glycosyl hydrolase,hydrolase family,glycosyl"
IPR031705,"family 36,36,glycosyl hydrolase,hydrolase family,glycosyl"
IPR031706,"odontogenesis associated,associated phosphoprotein,odontogenesis,phosphoprotein"
IPR031707,
IPR031708,
IPR031709,
IPR031710,
IPR031711,
IPR031712,
IPR031713,"receptor binding,coupled receptor,protein coupled,g protein,coupled,ligand 15,15,receptor ligand,ligand,signaling receptor,protein binding"
IPR031714,
IPR031715,
IPR031716,"protein 6a,6a,late cornified,cornified,cornified envelope,envelope protein,late,envelope"
IPR031717,"metabolism enzyme,multifunctional 2,oxoglutarate metabolism,multifunctional,metabolism,2 oxoglutarate,oxoglutarate,enzyme"
IPR031718,"in esophageal,cancer 1,deleted in,deleted,esophageal cancer,esophageal,cancer"
IPR031719,"condensin ii,subunit h2,condensin,ii complex,h2,middle domain,middle,complex subunit,ii"
IPR031720,
IPR031721,"partial cleavage,partial,stimulation factor,cleavage stimulation,stimulation,factor domain,cleavage"
IPR031722,coilin
IPR031723,"dethiomethylase,dethiomethylase activity,dimethylpropiothetin dethiomethylase,dimethylpropiothetin,lyase,dimethlysulfonioproprionate,dimethlysulfonioproprionate lyase,lyase activity,sulfur lyase,carbon sulfur,sulfur"
IPR031724,"27 and,and mta1,extended egl,egl 27,mta1 homology,mta1,egl,extended,27,homology domain,homology,and"
IPR031725,"acetylserotonin,acetylserotonin o,o methyltransferase,dimerisation domain,dimerisation,methyltransferase"
IPR031726,"glycosylation ligase,ligase domain,protein glycosylation,glycosylation,ligase"
IPR031728,"beta glucuronidase,glucuronidase,beta"
IPR031729,"anaemia group,group a,fanconi anaemia,anaemia,fanconi,a protein"
IPR031730,carbamoyltransferase
IPR031731,"chch,chch chch,chch like,cx9c,disulfide relay,import disulfide,like cx9c,ims import,ims,relay system,relay,disulfide,import"
IPR031732,
IPR031733,"dynein attachment,attachment factor,dynein,attachment"
IPR031734,"activator mbf2,mbf2,transcription activator,activator"
IPR031736,"homolog like,exonuclease 1,1 homolog,rna exonuclease,homolog,exonuclease"
IPR031737,"condensin 2,subunit h2,condensin,2 complex,h2,complex subunit"
IPR031738,"jmywhamm,middle domain,middle"
IPR031739,"chromosome condensation,condensation,chromosome,organization,condensin 2,subunit h2,condensin,2 complex,h2,component organization,chromosome organization,complex subunit,organelle organization,or biogenesis,organization or,biogenesis"
IPR031740,"division control,control protein,control,dimerisation domain,dimerisation,protein 4,cell division,division"
IPR031741,"rich and,and transmembrane,serine rich,transmembrane domain,serine,rich,domain containing,containing protein,and"
IPR031742,
IPR031743,"capsid,viral capsid,small outer,viral,outer capsid,capsid protein,virion component,virion,outer"
IPR031744,"small integral,integral membrane,integral,protein 1,membrane protein"
IPR031745,vps53
IPR031746,
IPR031747,"232,protein 232,transmembrane protein"
IPR031748,"frey,protein frey"
IPR031749,"division control,control protein,protein 13,control,13,cell division,division"
IPR031750,
IPR031751,
IPR031752,"ref,herpes viral,viral adaptor,ref binding,herpes,adaptor,viral"
IPR031753,"complex development,stomatal complex,stomatal,of stomatal,development,post embryonic,embryonic development,positive regulation,embryonic,positive,of multicellular,of post,multicellular,multicellular organismal,organismal,of developmental,post,developmental process,developmental,organismal process,stomagen,plant epidermis,epidermis development,epidermis,organismal development,tissue development,tissue,organism development,plant,multicellular organism,structure development,organism"
IPR031754,
IPR031755,"inhibitor activity,inhibitor,endopeptidase inhibitor,endopeptidase,peptidase inhibitor,serine type,regulator activity,i66,inhibitor i66,type endopeptidase,peptidase,serine,function,enzyme,endopeptidase regulator,peptidase regulator,enzyme inhibitor,function inhibitor,enzyme regulator,function regulator"
IPR031756,"carbohydrate binding,13 glucan,glucan binding,beta 13,glucan,13,binding protein,beta"
IPR031757,"family 88,88,glycosyltransferase family,glycosyltransferase"
IPR031758,
IPR031759,"bak1,bak1 binding,protein hopab,hopab,effector protein,effector"
IPR031760,"cbf3,cbf3 subunit,complex cbf3,centromere dna,centromere,subunit b,protein complex,binding protein"
IPR031761,"folded,folded gastrulation,gastrulation"
IPR031762,
IPR031763,"dinitrogenase iron,iron molybdenum,dinitrogenase,molybdenum cofactor,molybdenum,cofactor,iron"
IPR031764,
IPR031765,"get4,get4 binding,mdy2"
IPR031766,"occluded,occluded rna,recognition motif,rna recognition,recognition,motif"
IPR031767,"of glucose,glucose import,glucose,glucose transmembrane,transmembrane transport,negative regulation,negative,import,of transmembrane,of transport,sgrt,transporter sgrt,glucose uptake,uptake transporter,hexose transmembrane,inhibitor of,uptake,monosaccharide transmembrane,hexose,carbohydrate transport,carbohydrate transmembrane,monosaccharide,inhibitor,substance transport"
IPR031768,"xylan binding,xylan,binding module,module,carbohydrate binding"
IPR031769,"protein 7a,7a,actin like,actin,like protein"
IPR031770,"to other,other organism,defense,defense response,organism,other,biotic,biotic stimulus,antibacterial factor,to external,factor related,antibacterial,external,related peptide,external biotic,to biotic,in interspecies,interspecies,interspecies interaction,between organisms,interaction between,external stimulus,organisms,between,interaction,process involved,related,involved,involved in,to stress,stress,peptide"
IPR031771,"caax box,caax,box protein,box,protein 1"
IPR031772,"knob protein,tail knob,protein gp9,gp9,knob,tail"
IPR031773,
IPR031774,"sf3a3,sf3a3 domain"
IPR031775,"kinase binding,protein kinase,kinase,cgmp dependent,cgmp,interacting domain,enzyme binding,dependent protein,interacting,enzyme,protein binding"
IPR031777,sortilin
IPR031778,sortilin
IPR031779,"shu,shu complex,recombinational,recombinational repair,repair,component psy3,psy3,to stress,stress,nucleus,dna recombination,recombination,dna repair,damage response,dna damage,damage,dna metabolic"
IPR031780,fam65
IPR031781,"sf3a2,sf3a2 domain"
IPR031782,"lkb1 serinethreonine,lkb1,kinase interacting,interacting protein,serinethreonine kinase,interacting,serinethreonine,protein 1,kinase"
IPR031783,"shu complex,shu,recombinational repair,recombinational,repair,segregation in,meiosis protein,in meiosis,to stress,stress,nucleus,meiosis,chromosome segregation,segregation,dna recombination,recombination,protein 2,dna repair,damage response,dna damage,damage,chromosome,dna metabolic"
IPR031784,"krueppel like,krueppel,like factor,transactivation domain,transactivation,factor 1,domain 2"
IPR031786,"krueppel like,krueppel,like factor,transactivation domain,transactivation,factor 1,domain 1"
IPR031788,"cs6,cs6 fimbrial,subunit ab,fimbrial subunit,fimbrial,ab"
IPR031789,"nbd94,nbd94 domain"
IPR031790,"synthase interacting,oxide synthase,nitric oxide,nitric,oxide,interacting protein,interacting,zinc finger,finger,zinc,synthase"
IPR031791,"protein atr13,atr13,avirulence protein,avirulence"
IPR031792,"gag binding,gag,surface antigen,antigen,surface"
IPR031793,"alpha fg,fg gap,gap repeat,fg,integrin alpha,integrin,gap,repeat containing,protein 2,repeat,containing protein,alpha"
IPR031794,"hyaluronan mediated,mediated motility,motility receptor,hyaluronan,motility,mediated"
IPR031795,
IPR031796,
IPR031797,"igp family,igp,family c,lectin domain,type lectin,c type,lectin"
IPR031798,"terminal carbohydrate,protein algx,alginate biosynthesis,algx,alginate,binding module,module,carbohydrate binding,biosynthesis protein,biosynthesis"
IPR031799,"c2h2 type,zinc ribbon,c2h2,type zinc,ribbon,zinc"
IPR031800,"atypical pilz,gmp receptor,pilz domain,pilz,di gmp,cyclic di,atypical,gmp,di"
IPR031801,virilizer
IPR031802,fam193
IPR031803,"and hth,bacterioopsin transcriptional,gaf and,bacterioopsin,hth associated,gaf,transcriptional activator,associated domain,hth,transcriptional,activator,and"
IPR031804,
IPR031805,"piezo domain,piezo"
IPR031806,
IPR031807,"antitoxin,hicb,hicb like,of toxin,like antitoxin,antitoxin of,antitoxin system,toxin antitoxin,toxin"
IPR031808,jmywhamm
IPR031809,"158,protein 158,coil domain,coiled,coiled coil,coil,domain containing,containing protein"
IPR031810,"yjej,yjej like"
IPR031811,"algxalgj,sgnh hydrolase,sgnh,hydrolase like"
IPR031812,protein c
IPR031813,
IPR031814,"alg11,alg11 mannosyltransferase,mannosyltransferase"
IPR031815,
IPR031816,
IPR031817,"dotd protein,dotd"
IPR031818,"protein hri1,hri1"
IPR031819,"read,read through,through domain,through"
IPR031820,"csn2 subfamily,subfamily st,st,protein csn2,csn2,crispr associated,subfamily,crispr,associated protein"
IPR031821,"soss,soss complex,dna repair,damage response,dna damage,damage,repair,to stress,stress,nucleus,subunit c,nuclear protein,complex subunit,dna metabolic,nuclear"
IPR031822,"fiber protein,fiber,protein 1"
IPR031823,"t component,transporter t,trap transporter,trap"
