interpro_id,keywords
IPR015877,"factor mat1,activating kinase,cdk,cdk activating,mat1,kinase assembly,centre,assembly factor,activating,assembly,kinase"
IPR015878,"homocysteine hydrolase,l homocysteine,homocysteine,adenosyl l,s adenosyl,adenosyl,nad binding,nad"
IPR015879,"cluster binding,cluster,iron,2 iron,2 sulfur,sulfur cluster,sulfur,iron ion,aromatic ring,ring hydroxylating,hydroxylating dioxygenase,hydroxylating,dioxygenase,alpha subunit,metal cluster,ring,iron sulfur,transition metal,transition,cation binding,alpha"
IPR015881,"cluster binding,cluster,iron,2 iron,2 sulfur,sulfur cluster,sulfur,iron ion,aromatic ring,2s binding,hydroxylating dioxygenase,ring hydroxylating,hydroxylating,2fe,2fe 2s,2s,binding site,dioxygenase,metal cluster,ring,iron sulfur,transition metal,transition,cation binding,site"
IPR015882,"beta hexosaminidase,hexosaminidase,bacterial type,bacterial,beta"
IPR015883,"glycosyl,o glycosyl,hydrolyzing o,glycosyl compounds,family 20,hydrolyzing,compounds,carbohydrate metabolic,20,hydrolase family,glycoside hydrolase,glycoside,on glycosyl,glycosyl bonds,catalytic domain"
IPR015884,"malic enzyme,malic,enzyme,conserved site,conserved,site"
IPR015886,"apurinic,apurinic or,apyrimidinic,apyrimidinic site,dna apurinic,or apyrimidinic,site endonuclease,damaged,damaged dna,base excision,excision repair,excision,hydrolyzing n,n glycosyl,base,repair,glycosyl,h2th dna,endonuclease activity,h2th,zinc ion,glycosyl compounds,dna glycosylaseap,glycosylaseap lyase,glycosylaseap,hydrolyzing,endonuclease,compounds,zinc,to stress,stress,site,glycosyl bonds,on glycosyl,dna repair,damage response,dna damage,damage,on dna,lyase,transition metal,transition,dna metabolic,a nucleic,cation binding"
IPR015887,"apurinic,apurinic or,apyrimidinic,apyrimidinic site,dna apurinic,or apyrimidinic,site endonuclease,hydrolyzing n,n glycosyl,glycosyl,zinc,endonuclease activity,zinc ion,glycosyl compounds,glycosylaseap,glycosylaseap lyase,dna glycosylaseap,dna repair,hydrolyzing,site,repair,endonuclease,compounds,to stress,stress,finger domain,binding site,glycosyl bonds,on glycosyl,damage response,dna damage,damage,on dna,zinc finger,finger,lyase,transition metal,transition,dna metabolic,a nucleic,cation binding"
IPR015888,"fucose,fucose isomerase,l fucose,fucose metabolic,isomerase,intramolecular oxidoreductase,isomerase activity,intramolecular,cytoplasm,aldoses and,interconverting aldoses,aldoses,and ketoses,ketoses,interconverting,hexose metabolic,hexose,monosaccharide metabolic,monosaccharide,carbohydrate metabolic,and"
IPR015889,"incorporation of,incorporation,donors with,on single,single donors,with incorporation,molecular oxygen,atoms,atoms of,two atoms,single,oxygen,of two,of molecular,of oxygen,dioxygenase,two,with,iron ion,intradiol ring,intradiol,donors,ring cleavage,cleavage dioxygenase,iron,cleavage,dioxygenase activity,core,ring,transition metal,transition,cation binding"
IPR015890,"chorismate utilising,utilising enzyme,utilising,chorismate,enzyme"
IPR015892,"carbon utilization,carbonate,carbonate dehydratase,utilization,dehydratase activity,lyase activity,dehydratase,lyase,prokaryotic like,zinc ion,zinc,nutrient levels,to nutrient,carbonic anhydrase,anhydrase,carbonic,nutrient,extracellular stimulus,prokaryotic,levels,to extracellular,hydro,hydro lyase,oxygen lyase,carbon oxygen,to external,external stimulus,external,transition metal,oxygen,transition,extracellular,conserved site,conserved,cation binding,site"
IPR015894,"anhydrides,gtpase activity,gtp binding,gtp,guanyl,ribonucleotide binding,acid anhydrides,on acid,guanylate binding,gtpase,ribonucleotide,nucleotide binding,purine,guanylate,ribonucleoside triphosphate,triphosphate,ribonucleoside,guanyl ribonucleotide,triphosphate phosphatase,guanyl nucleotide,pyrophosphatase activity,pyrophosphatase,containing anhydrides,in phosphorus,phosphatase activity,phosphatase,binding protein,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,anion binding,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR015895,"trna reductase,glutamyl trna,glutamyl,trna,nadp binding,tetrapyrrole,or oxo,aldehyde or,the aldehyde,oxo group,nadp,tetrapyrrole biosynthetic,reductase activity,oxo,reductase,aldehyde,nucleotide binding,on the,group of,the,of donors,donors,tetrapyrrole metabolic,a trna,nad or,or nadp,nadp as,nad,on rna,adenyl,adenyl nucleotide,a nucleic,phosphate binding,purine nucleotide,heterocyclic compound,heterocyclic,purine,as acceptor,acceptor,molecule binding"
IPR015896,"trna reductase,glutamyl trna,glutamyl,tetrapyrrole,trna,nadp binding,oxo group,aldehyde or,the aldehyde,or oxo,nadp,tetrapyrrole biosynthetic,reductase activity,oxo,reductase,aldehyde,nucleotide binding,tetrapyrrole biosynthesis,on the,group of,the,of donors,donors,dimerisation domain,dimerisation,tetrapyrrole metabolic,a trna,biosynthesis,nad or,or nadp,nadp as,nad,on rna,adenyl,adenyl nucleotide,a nucleic,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,purine,as acceptor,acceptor,molecule binding"
IPR015897,"chk,chk kinase,kinase like,kinase"
IPR015898,"g protein,protein gamma,gamma like,coupled receptor,protein coupled,receptor signaling,coupled,signaling pathway,pathway,gamma,transduction,signal transduction,cell communication,communication,signal"
IPR015899,"galactopyranose,galactopyranose mutase,udp galactopyranose,mutase,udp,mutase activity,intramolecular transferase,intramolecular,isomerase activity,isomerase"
IPR015904,"sulphide quinone,sulphide,quinone reductase,quinone,reductase"
IPR015908,"allantoicase,allantoin,allantoicase activity,catabolic process,catabolic,allantoin catabolic,but,but not,on carbon,peptide bonds,nitrogen but,not peptide,allantoicase domain,not,carbon nitrogen,allantoin metabolic,compound catabolic,amide catabolic,amide,linear amidines,peptide,amidines,in linear,linear,heterocycle catabolic,cellular catabolic,substance catabolic,amide metabolic"
IPR015910,"hydrolyzing n,n glycosyl,glycosyl,inosineuridine,preferring,inosineuridine preferring,preferring nucleoside,glycosyl compounds,nucleoside hydrolase,hydrolyzing,compounds,glycosyl bonds,on glycosyl,conserved site,conserved,site"
IPR015911,"catabolic process,catabolic,diphosphate,phosphoglycerate kinase,diphosphate catabolic,ribonucleoside diphosphate,diphosphate metabolic,phosphoglycerate,nucleoside diphosphate,triphosphate metabolic,pyridine,compound catabolic,purine,nucleotide catabolic,nucleotide metabolic,purine nucleoside,glycolytic process,glycolytic,ribonucleoside,ribonucleotide catabolic,pyridine nucleotide,pyridine containing,adp,nucleoside triphosphate,triphosphate,ribonucleotide,kinase activity,kinase,ribonucleotide metabolic,purine containing,purine ribonucleoside,phosphate metabolic,organophosphate,carboxyl group,purine ribonucleotide,ribonucleoside triphosphate,purine nucleotide,adp catabolic,adp metabolic,pyruvate metabolic,carboxyl,phosphate catabolic,organophosphate catabolic,nicotinamide nucleotide,nicotinamide,atp metabolic,derivative catabolic,pyruvate,carbohydrate catabolic,heterocycle catabolic,ribose phosphate,ribose,monocarboxylic acid,monocarboxylic,of precursor,metabolites,metabolites and,precursor metabolites,and energy,energy,generation of,precursor,generation,containing small,cellular catabolic,derivative metabolic,organophosphate metabolic,carbohydrate metabolic,group as,substance catabolic,phosphotransferase activity,phosphotransferase,phosphate containing,conserved site,phosphorus metabolic,oxoacid metabolic,oxoacid,carboxylic acid,organic acid,carboxylic,conserved,transferring phosphorus,and,site,containing groups,as acceptor,acceptor"
IPR015912,"catabolic process,catabolic,diphosphate,phosphofructokinase,diphosphate catabolic,phosphofructokinase activity,ribonucleoside diphosphate,diphosphate metabolic,nucleoside diphosphate,triphosphate metabolic,pyridine,compound catabolic,purine,nucleotide catabolic,6 phosphofructokinase,nucleotide metabolic,purine nucleoside,glycolytic process,glycolytic,ribonucleoside,ribonucleotide catabolic,pyridine nucleotide,pyridine containing,nucleoside triphosphate,adp,triphosphate,ribonucleotide,ribonucleotide metabolic,purine containing,purine ribonucleoside,phosphate metabolic,organophosphate,kinase activity,purine ribonucleotide,ribonucleoside triphosphate,kinase,purine nucleotide,adp catabolic,adp metabolic,carbohydrate kinase,pyruvate metabolic,phosphate catabolic,organophosphate catabolic,nicotinamide nucleotide,nicotinamide,atp metabolic,derivative catabolic,pyruvate,carbohydrate catabolic,heterocycle catabolic,ribose phosphate,ribose,monocarboxylic acid,monocarboxylic,precursor metabolites,metabolites and,metabolites,of precursor,and energy,energy,generation of,precursor,generation,containing small,cellular catabolic,derivative metabolic,alcohol group,organophosphate metabolic,carbohydrate metabolic,group as,substance catabolic,phosphotransferase activity,alcohol,phosphotransferase,phosphate containing,conserved site,phosphorus metabolic,oxoacid metabolic,oxoacid,carboxylic acid,organic acid,carboxylic,conserved,transferring phosphorus,and,site,containing groups,as acceptor,acceptor"
IPR015914,"acid phosphatase,phosphatase,phosphatase activity,purple acid,purple,ester,phosphoric,phosphoric ester,ester hydrolase,on ester,ester bonds,cation binding"
IPR015915,"kelch type,type beta,protein binding,beta propeller,propeller,kelch,beta"
IPR015917,"peptidase,cysteine type,peptidase activity,caspase catalytic,peptidase c14a,type peptidase,c14a,cysteine,caspase,catalytic domain,a protein"
IPR015919,"calcium ion,calcium,cadherin like,cadherin,like superfamily,cation binding"
IPR015920,"cellobiose dehydrogenase,cytochrome domain,cellobiose,cytochrome,dehydrogenase"
IPR015925,"ion transport,ryanodineinositol,ryanodineinositol 145,calcium ion,trisphosphate receptor,calcium,145 trisphosphate,145,trisphosphate,monoatomic,cation transport,monoatomic cation,monoatomic ion,substance transport"
IPR015926,cytolysinlectin
IPR015927,"peptidase s24s26as26bs26c,s24s26as26bs26c,peptidase"
IPR015928,"aconitase3,aconitase3 isopropylmalate,swivel,isopropylmalate dehydratase,isopropylmalate,dehydratase"
IPR015929,"aconitate hydratase,aconitate,hydratase activity,acid cycle,hydratase,tricarboxylic acid,tricarboxylic,lyase activity,respiration,lyase,aconitase b,energy,swivel,cycle,aconitase,aerobic respiration,aerobic,hydro lyase,hydro,cellular respiration,energy derivation,organic compounds,by oxidation,derivation by,derivation,of organic,oxidation of,oxygen lyase,oxidation,carbon oxygen,metabolites and,metabolites,of precursor,precursor metabolites,and energy,generation of,precursor,generation,compounds,oxygen,by,and"
IPR015931,"dehydratase large,subdomain 13,aconitase3 isopropylmalate,aconitase3,alphabetaalpha,isopropylmalate dehydratase,isopropylmalate,13,large subunit,subdomain,dehydratase,large"
IPR015932,"aconitase,domain 2"
IPR015933,"aconitate hydratase,aconitate,hydratase activity,acid cycle,hydratase,tricarboxylic acid,tricarboxylic,lyase activity,respiration,lyase,aconitase b,energy,heat like,cycle,aconitase,aerobic respiration,aerobic,heat,hydro lyase,hydro,cellular respiration,by oxidation,energy derivation,derivation by,organic compounds,derivation,of organic,oxidation of,oxygen lyase,oxidation,carbon oxygen,metabolites,precursor metabolites,of precursor,metabolites and,and energy,generation of,precursor,generation,compounds,oxygen,by,and"
IPR015938,"glycine n,n acyltransferase,acyltransferase,glycine,acyltransferase activity,mitochondrion,groups other,amino acyl,than amino,transferring groups,acyl groups,than,other than,acyl,other,amino,cytoplasm"
IPR015939,"flavoprotein like,dehydrogenase flavoprotein,reductasesuccinate,fumarate reductasesuccinate,reductasesuccinate dehydrogenase,fumarate,flavoprotein,dehydrogenase"
IPR015940,"ubiquitin associated,associated domain,ubiquitin"
IPR015942,"racemase,on amino,amino acids,and derivatives,derivatives,racemase activity,acids and,acids,epimerase activity,and epimerase,racemase and,epimerase,and,aspgluhydantoin,aspgluhydantoin racemase,amino,isomerase activity,isomerase"
IPR015943,"wd40yvtn repeat,wd40yvtn,like containing,repeat like,containing domain,protein binding,repeat"
IPR015944,"glycine trna,trna,trna aminoacylation,aminoacylation,glycyl trna,trna ligase,glycine,glycyl,ligase activity,ligase,nucleotide binding,ribonucleotide binding,ribonucleotide,purine,translation,amide,atp binding,adenyl,amino acid,amino,cytoplasm,peptide,protein translation,aminoacylation for,for protein,acid activation,oxygen bonds,aminoacyl trna,aminoacyl,beta subunit,for,activation,a trna,trna metabolic,forming carbon,carbon oxygen,ncrna metabolic,ncrna,forming,peptide biosynthetic,peptide metabolic,on rna,amide biosynthetic,amide metabolic,oxygen,adenyl ribonucleotide,adenyl nucleotide,triphosphate binding,oxoacid metabolic,oxoacid,derivative binding,purine ribonucleoside,beta,carboxylic acid,a nucleic,purine ribonucleotide,organic acid,ribonucleoside triphosphate,carboxylic,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic compound,heterocyclic,molecule binding"
IPR015946,"k homology,domain like,alphabeta,homology domain,homology"
IPR015947,"pua like,pua,like superfamily"
IPR015948,"bacteriophage prd1,prd1,p2,bacteriophage"
IPR015949,"bacteriophage prd1,prd1,p2,bacteriophage"
IPR015950,"chemokine binding,chemokine,binding m3,m3,cytokine binding,subdomain 1,subdomain,cytokine,viral,protein binding"
IPR015951,"chemokine binding,chemokine,binding m3,m3,cytokine binding,subdomain 2,subdomain,cytokine,viral,protein binding"
IPR015952,"methane,methane monooxygenase,monooxygenase,monooxygenase activity,incorporation,methane metabolic,incorporation or,on paired,paired donors,reduction of,or reduction,reduction,paired,molecular oxygen,with incorporation,oxygen,of molecular,gamma chain,one,with,donors,nadph as,alkane metabolic,cellular alkane,alkane,hydrocarbon metabolic,hydrocarbon,and incorporation,of one,atom,atom of,as one,one donor,one atom,donor,of oxygen,incorporation of,nadph,domain 1,gamma,chain,and"
IPR015953,"methane,methane monooxygenase,monooxygenase,monooxygenase activity,incorporation,methane metabolic,incorporation or,on paired,paired donors,reduction of,or reduction,reduction,paired,molecular oxygen,with incorporation,oxygen,of molecular,gamma chain,one,with,donors,nadph as,alkane metabolic,cellular alkane,alkane,hydrocarbon metabolic,hydrocarbon,and incorporation,of one,atom,atom of,as one,one donor,one atom,donor,of oxygen,incorporation of,nadph,domain 2,gamma,chain,and"
IPR015954,"bacteriophage rna,rna type,bacteriophage,capsid"
IPR015955,"ch oh,oh,oh group,ch,group of,of donors,dehydrogenaseglycoside hydrolase,lactate dehydrogenaseglycoside,dehydrogenaseglycoside,donors,nad or,or nadp,nadp as,the ch,nadp,nad,on the,family 4,the,lactate,as acceptor,acceptor,on ch"
IPR015956,"carboxypeptidase activity,carboxypeptidase,proteolysis,penicillin binding,penicillin,exopeptidase activity,exopeptidase,peptidase activity,binding protein,peptidase,a protein"
IPR015957,"toxin a,cytolethal,distending,cytolethal distending,distending toxin,toxin"
IPR015958,"homeostasis,ion homeostasis,potassium ion,potassium,intracellular potassium,monoatomic,ion transmembrane,transmembrane transport,transporter activity,transmembrane transporter,monoatomic cation,inorganic,intracellular monoatomic,monoatomic ion,cation transmembrane,cation homeostasis,chemical homeostasis,ion transport,inorganic ion,transporter trk1,trk1,potassium transporter,inorganic cation,chemical,plasma membrane,plasma,intracellular chemical,cellular homeostasis,fungi,homeostatic,homeostatic process,salt transmembrane,salt,cation transport,entity transmembrane,molecular entity,inorganic molecular,cell periphery,periphery"
IPR015960,"host,entry into,into host,entry,viral entry,into,viral,interaction,process involved,host cell,involved in,involved,membrane penetration,mu1,penetration,mu1 membrane,penetration protein,domain iv,movement in,in host,in interaction,interaction with,symbiotic,in symbiotic,symbiotic interaction,with host,movement,viral life,life cycle,life,iv,viral process,interspecies,interspecies interaction,in interspecies,between organisms,interaction between,organisms,between,cycle,with"
IPR015961,"host,entry into,into host,entry,viral entry,into,viral,interaction,process involved,host cell,involved,involved in,penetration,penetration protein,membrane penetration,mu1 membrane,mu1,domain i,movement in,in host,interaction with,in interaction,in symbiotic,symbiotic interaction,symbiotic,with host,movement,viral life,life cycle,life,viral process,in interspecies,interspecies,interspecies interaction,between organisms,interaction between,organisms,between,cycle,with"
IPR015962,"host,entry into,into host,entry,viral entry,into,viral,interaction,process involved,host cell,involved,involved in,membrane penetration,mu1,penetration,mu1 membrane,penetration protein,domain ii,movement in,in host,in interaction,interaction with,symbiotic,in symbiotic,symbiotic interaction,with host,movement,viral life,life cycle,life,viral process,in interspecies,interspecies,interspecies interaction,interaction between,between organisms,organisms,between,cycle,with,ii"
IPR015963,"ump kinase,pyrimidine,pyrimidine nucleotide,ump,kinase activity,kinase,nucleotide biosynthetic,pyrimidine containing,uridylate kinase,uridylate,umpdump,umpdump kinase,nucleotide metabolic,organophosphate,monophosphate kinase,compound kinase,phosphate group,cytoplasm,nucleoside monophosphate,bacteria,monophosphate,phosphate biosynthetic,organophosphate biosynthetic,phosphate metabolic,containing small,organophosphate metabolic,group as,phosphotransferase activity,phosphotransferase,phosphate containing,phosphorus metabolic,transferring phosphorus,containing groups,as acceptor,acceptor"
IPR015965,"and ligation,endonucleolytic cleavage,endonucleolytic,via endonucleolytic,ligation,cleavage and,rna ligase,cleavage,splicing,ligase atp,trna splicing,trna,ligase,atp activity,via,ligase activity,rna splicing,processing,ribonucleotide binding,ribonucleotide,nucleotide binding,ncrna,and,purine,atp binding,adenyl,forming phosphoric,phosphodiesterase,trna ligase,trna processing,ncrna processing,trna metabolic,phosphoric,phosphoric ester,ncrna metabolic,forming,rna processing,on rna,adenyl ribonucleotide,ester bonds,ester,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,a nucleic,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic compound,heterocyclic,molecule binding"
IPR015966,"and ligation,endonucleolytic cleavage,endonucleolytic,via endonucleolytic,ligation,cleavage and,rna ligase,cleavage,splicing,ligase atp,trna splicing,trna,ligase,atp activity,via,ligase activity,rna splicing,processing,ribonucleotide binding,ribonucleotide,nucleotide binding,ncrna,and,purine,atp binding,adenyl,kinase domain,forming phosphoric,fungi,trna ligase,trna processing,ncrna processing,trna metabolic,phosphoric ester,phosphoric,ncrna metabolic,forming,rna processing,on rna,adenyl ribonucleotide,ester bonds,ester,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,a nucleic,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,kinase,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR015967,"recombination,dna recombination,protein recr,recr,dna repair,repair,recombination protein,to stress,stress,damage response,dna damage,damage,dna metabolic,conserved site,conserved,cation binding,site"
IPR015969,"p40 nucleoprotein,borna,p40,borna disease,disease virus,nucleoprotein,subdomain 1,disease,subdomain,virus"
IPR015970,"p40 nucleoprotein,borna,p40,borna disease,disease virus,nucleoprotein,subdomain 2,disease,subdomain,virus"
IPR015971,"nucleocapsid,viral nucleocapsid,viral,phlebovirus,rna binding,viral capsid,virion component,capsid,virion"
IPR015972,"ribosome,structural,of ribosome,constituent of,constituent,structural constituent,protein el19,el19,translation,amide,non membrane,non,peptide,domain 1,large ribosomal,large,subunit protein,ribosomal subunit,peptide biosynthetic,peptide metabolic,structural molecule,molecule activity,amide biosynthetic,amide metabolic,ribosomal,intracellular non"
IPR015973,"structural,of ribosome,constituent of,constituent,structural constituent,el19,protein el19,ribosome,translation,amide,peptide,domain 2,large ribosomal,large,subunit protein,ribosomal subunit,peptide biosynthetic,peptide metabolic,structural molecule,molecule activity,amide biosynthetic,amide metabolic,ribosomal"
IPR015974,"structural,of ribosome,constituent of,constituent,structural constituent,el19,protein el19,ribosome,translation,amide,peptide,domain 3,large ribosomal,large,subunit protein,ribosomal subunit,peptide biosynthetic,peptide metabolic,structural molecule,molecule activity,amide biosynthetic,amide metabolic,ribosomal"
IPR015976,"terminal finger,gp11,bacteriophage t4,finger domain,t4,bacteriophage,finger"
IPR015982,"protein gp11,gp11,baseplate structural,baseplate,structural protein,structural"
IPR015984,"c prime,prime,subgroup,cytochrome c,cytochrome"
IPR015985,"methyltransferase tehb,tehb like,tehb,resistance methyltransferase,tellurite,tellurite resistance,resistance,methyltransferase"
IPR015986,"sortase b,sortase,firmicutes"
IPR015987,
IPR015988,"templated transcription,dna templated,templated,stat transcription,stat,of dna,of rna,transduction,signal transduction,rna biosynthetic,of macromolecule,signal,coiled,coiled coil,coil,transcription factor,of nucleobase,of gene,of biosynthetic,of nitrogen,of primary,cell communication,communication,of metabolic"
IPR015990,"catabolic process,catabolic,diphosphate,diphosphate catabolic,ribonucleoside diphosphate,diphosphate metabolic,nucleoside diphosphate,triphosphate metabolic,pyridine,compound catabolic,purine,nucleotide catabolic,adp,nucleotide metabolic,purine nucleoside,glycolytic process,glycolytic,ribonucleoside,ribonucleotide catabolic,pyridine nucleotide,pyridine containing,magnesium ion,nucleoside triphosphate,magnesium,triphosphate,ribonucleotide,ribonucleotide metabolic,specific phosphofructokinaseglucokinase,phosphofructokinaseglucokinase,purine containing,purine ribonucleoside,adp specific,phosphate metabolic,alcohol group,organophosphate,group as,phosphotransferase activity,alcohol,phosphotransferase,purine ribonucleotide,ribonucleoside triphosphate,purine nucleotide,as acceptor,adp catabolic,acceptor,adp metabolic,pyruvate metabolic,phosphate catabolic,organophosphate catabolic,nicotinamide nucleotide,nicotinamide,atp metabolic,derivative catabolic,pyruvate,carbohydrate catabolic,archaeal,heterocycle catabolic,ribose phosphate,ribose,monocarboxylic acid,monocarboxylic,metabolites,metabolites and,precursor metabolites,of precursor,and energy,energy,generation of,precursor,generation,containing small,cellular catabolic,derivative metabolic,organophosphate metabolic,specific,carbohydrate metabolic,substance catabolic,phosphate containing,phosphorus metabolic,oxoacid metabolic,oxoacid,carboxylic acid,organic acid,carboxylic,cation binding,transferring phosphorus,and,containing groups"
IPR015991,"nuclease activity,dna nuclease,nuclease,hydrolase tatdycfh,tatdycfh like,tatdycfh,on dna,on ester,ester bonds,ester,a nucleic"
IPR015993,"cdp diacylglycerol,cdp,diacylglycerol diphosphatase,diacylglycerol,diphosphatase activity,diphosphatase,phospholipid,anhydrides,phospholipid biosynthetic,lipid,diacylglycerol pyrophosphatase,pyrophosphatase,acid anhydrides,on acid,lipid metabolic,proteobacterial,organophosphate,phospholipid metabolic,pyrophosphatase activity,lipid biosynthetic,containing anhydrides,in phosphorus,cellular lipid,organophosphate biosynthetic,organophosphate metabolic,phosphate containing,phosphorus metabolic"
IPR015994,"carboxykinase atp,carboxykinase,phosphoenolpyruvate carboxykinase,phosphoenolpyruvate,gluconeogenesis,atp activity,hexose,lyase activity,monosaccharide,lyase,ribonucleotide binding,ribonucleotide,nucleotide binding,purine,carboxykinase activity,atp binding,hexose biosynthetic,monosaccharide biosynthetic,adenyl,glucose metabolic,hexose metabolic,monosaccharide metabolic,carboxy lyase,carbohydrate biosynthetic,glucose,carboxy,carbon lyase,carbon carbon,molecule biosynthetic,carbohydrate metabolic,adenyl ribonucleotide,conserved site,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,ribonucleoside triphosphate,conserved,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,site,heterocyclic,heterocyclic compound,molecule binding"
IPR015995,"lr degradation,lr,microcystin lr,microcystin,mlrc,protein mlrc,degradation protein,degradation"
IPR015996,
IPR016002,"firmicute,b558 subunit,cytochrome b558,b558,dehydrogenase cytochrome,succinate dehydrogenase,succinate,cytochrome,dehydrogenase"
IPR016003,"photosystem,photosystem ii,transport chain,electron transport,electron,respiratory electron,respiratory,chain,photosynthesis,heme binding,iron ion,precursor like,heme,550 precursor,ii,ii extrinsic,extrinsic protein,protein v,c 550,550,energy,precursor,iron,extrinsic,non membrane,non,photosynthetic membrane,photosynthetic,thylakoid,cellular respiration,respiration,tetrapyrrole binding,organic compounds,energy derivation,derivation,by oxidation,derivation by,of organic,oxidation of,cytochrome c,oxidation,tetrapyrrole,metabolites,precursor metabolites,metabolites and,of precursor,and energy,generation of,cytochrome,generation,compounds,protein complex,transition metal,transition,by,membrane protein,intracellular non,cation binding,and"
IPR016005,"phosphomevalonate kinase,phosphomevalonate,kinase activity,kinase,erg8,kinase erg8,phosphate group,group as,phosphotransferase activity,phosphotransferase,transferring phosphorus,containing groups,as acceptor,acceptor"
IPR016007,"l rhamnosidase,rhamnosidase,alpha l,alpha"
IPR016008,"amine dehydrogenase,amine,amine metabolic,dehydrogenase activity,dehydrogenase,dehydrogenase light,light chain,ch nh2,nh2 group,nh2,light,the ch,ch,on the,chain,group of,the,of donors,donors"
IPR016009,"methyltransferase trmdtrm10,trmdtrm10,trmdtrm10 type,type domain,trna methyltransferase,trna,methyltransferase"
IPR016013,"binary exotoxin,clostridial type,binary,clostridial,exotoxin a,exotoxin"
IPR016014,clusterin
IPR016015,clusterin
IPR016016,clusterin
IPR016017,gdnfgas1
IPR016018,"factor sope,sope,guanine nucleotide,exchange factor,nucleotide exchange,guanine,exchange"
IPR016019,"of gtpase,gtpase activity,gtpase,exchange factor,nucleotide exchange,exchange,positive regulation,positive,cytoskeleton organization,actin,activation of,of hydrolase,organization,cytoskeleton,actin cytoskeleton,of catalytic,regulator activity,function,guanyl,guanyl nucleotide,activation,gef domain,gef,factor sope,of molecular,sope,factor activity,component organization,guanine nucleotide,filament based,actin filament,guanine,filament,triphosphatase regulator,gtpase regulator,nucleoside triphosphatase,triphosphatase,based process,based,enzyme regulator,function regulator,organelle organization,enzyme,organization or,or biogenesis,biogenesis"
IPR016020,"initiation,translation initiation,initiation factor,translation,translational initiation,factor 3,of translational,3 complex,eukaryotic,ribosome binding,eukaryotic translation,translational,translation regulator,complex binding,factor activity,amide,subunit 12,ribosome,amide metabolic,of gene,of amide,of macromolecule,of translation,regulator activity,peptide,transcriptional regulation,post transcriptional,translation factor,post,12,transcriptional,ribonucleoprotein complex,ribonucleoprotein,of protein,peptide biosynthetic,peptide metabolic,amide biosynthetic,rna binding,of biosynthetic,of nitrogen,of primary,of metabolic,cytoplasm"
IPR016024,"armadillo type,type fold,armadillo,fold"
IPR016025,"clathrin,vesicle,coated,vesicle membrane,clathrin coat,coat of,trans golgi,coat,golgi network,transport vesicle,coated pit,pit,coated vesicle,clathrin coated,golgi,network,trans,network vesicle,network transport,of coated,of trans,associated vesicle,golgi associated,vesicle coat,protein transport,cytoplasmic vesicle,cytoplasmic,plasma membrane,plasma,vesicle mediated,mediated transport,clathrin heavy,protein localization,intracellular protein,macromolecule localization,clathrin vesicle,mediated,protein complex,structural molecule,molecule activity,membrane region,membrane protein,structural,heavy chain,membrane coat,coated membrane,heavy,golgi apparatus,intracellular vesicle,apparatus,bounding membrane,membrane of,bounding,of organelle,intracellular transport,localization in,in cell,endomembrane,endomembrane system,cellular macromolecule,organelle membrane,of protein,cell periphery,periphery,cellular localization,compound transport,chain,substance transport,region,cytoplasm"
IPR016029,"inner layer,layer core,protein vp3,molecule activity,structural molecule,core protein,vp3,structural,reovirus,layer,core,inner"
IPR016030,"adenosyltransferase like,cobalamin adenosyltransferase,adenosyltransferase,cobalamin"
IPR016031,"attenuator protein,binding attenuator,tryptophan rna,attenuator,tryptophan,protein like,rna binding"
IPR016032,"terminal effector,templated transcription,dna templated,templated,transduction response,of dna,of rna,response regulator,rna biosynthetic,of macromolecule,effector,of nucleobase,of gene,of biosynthetic,of nitrogen,of primary,signal transduction,transduction,of metabolic,signal"
IPR016033,"dp2,ii large,subunit dp2,large subunit,dna polymerase,polymerase ii,large,ii,polymerase"
IPR016035,"acyl transferaseacyl,hydrolaselysophospholipase,transferaseacyl,transferaseacyl hydrolaselysophospholipase,acyl"
IPR016036,"acp,acp binding,acp transacylase,coa acp,transacylase,malonyl coa,malonyl,coa"
IPR016037,"dehydroquinate synthase,3 dehydroquinate,dehydroquinate,aromatic amino,family biosynthetic,acid family,amino acid,lyase activity,amino,lyase,arob,synthase arob,oxygen lyase,synthase,synthase activity,carbon oxygen,acid biosynthetic,oxygen,phosphates,on phosphates,carboxylic acid,organic acid,carboxylic,cytoplasm,molecule biosynthetic,oxoacid metabolic,oxoacid"
IPR016039,"thiolase like,acyltransferase activity,acyltransferase,thiolase"
IPR016040,"nadp binding,nadp"
